No.,Description,Description 2,Base Unit of Measure,Unit Price,Days to Expire,Days to Sell,Brand,Size Description,Storage Type,Sales to Retail Conv. Factor
10593K,COOLPIS SPARKLING DRINK (ZERO SUGAR_ PEACH ),쿨피스 톡 제로 복숭아,CS,17,285,90,DONGWON,24X11.49 OZ,Dry,24
10594K,COOLPIS SPARKLING DRINK (ZERO SUGAR PINEAP),쿨피스 톡 제로 파인애플,CS,17,285,90,DONGWON,24X11.49 OZ,Dry,24
10595K,POPPING CORN CHIPS (HOT GOCHUJANG FLAVOR),꼬깔콘 핫 고추장맛,CS,51,220,60,LOTTE,12X5.08 OZ,Dry,12
10596K,ICED TEA (LEMON_ZERO),보성홍차 아이스티 (레몬_제로),CS,23,280,90,DONGWON,24X16.9 OZ,Dry,4
10597K,ICED TEA (PEACH_ZERO),보성홍차 아이스티 (복숭아_제로),CS,27,280,90,DONGWON,24X16.9 OZ,Dry,4
10605K,MILKIS DRINK (APPLE_ CAN),밀키스 사과 (캔),CS,23,640,90,LOTTE,5X6X8.45 OZ,Dry,5
10606K,MILKIS DRINK (BANANA_ CAN),밀키스 바나나 (캔),CS,24,640,90,LOTTE,5X6X8.45 OZ,Dry,5
10607K,MILKIS DRINK (PEACH_ CAN),밀키스 복숭아 (캔),CS,24,640,90,LOTTE,5X6X8.45 OZ,Dry,5
10608K,MILKIS DRINK (STRAWBERRY_ CAN),밀키스 딸기 (캔),CS,25,640,90,LOTTE,5X6X8.45 OZ,Dry,5
10615W,BUBBLE MILK TEA (BROWN SUGAR W/ BOBA PEARL),버블티 (흑당 W/ 보바 펄),CS,36,640,90,EVERGREEN,24X16.2 OZ,Dry,24
10616W,BUBBLE MILK TEA (GREEN TEA W/ BOBA PEARL),버블티 (녹차맛 W/ 보바 펄),CS,35,640,90,EVERGREEN,24X16.2 OZ,Dry,24
10617W,BUBBLE MILK TEA (TARO W/ BOBA PERAL),버블티 (타로맛 W/ 보바 펄),CS,39,640,90,EVERGREEN,24X16.2 OZ,Dry,24
10618K,MILKIS DRINK W/ ECO-BAG (SANRIO VARIETY PACK_12P),밀키스 X 산리오 버라이어티 패키지 (에코백_12P),CS,17,640,90,LOTTE,12X8.45 OZ,Dry,1
10620K,BLACK SUGAR LATTE 20T,흑당 라떼 20T,CS,47,340,90,LOOKAS9,6X12.7 OZ,Dry,6
10621K,BLACK SUGAR MILK TEA 20T,흑당 밀크티 20T,CS,47,340,90,LOOKAS9,6X12.3 OZ,Dry,6
10624K,BLACK BEAN SOY MILK,알찬콩 검은콩 두유,CS,22,280,90,KWANGDONG,3X10X6.76 OZ,Dry,3
10625K,SOY MILK ORIGINAL,알찬콩 두유 오리지널,CS,20,280,90,KWANGDONG,3X10X6.76 OZ,Dry,3
10626K,VITA500 (ORIGINAL),비타500 (오리지널),CS,47,285,90,KWANGDONG,10X10X3.4 OZ,Dry,10
10627K,WHEATGRASS BARLEY TEA (1.5L),밀싹 보리차 (1.5 L),CS,24,285,90,KWANGDONG,12X1.5 L,Dry,12
10628K,WHEATGRASS BARLEY TEA (500ML),밀싹 보리차 (500ML),CS,29,285,90,KWANGDONG,24X16.9 OZ,Dry,24
10629K,VITA500 (ZERO_ZANMANG LOOPY),비타500 (제로_잔망루피),CS,21,285,90,KWANGDONG,5X10X3.4 OZ,Dry,5
10630V,PINEAPPLE ALOE VERA JUICE,파인애플 알로에 베라 주스,CS,19,640,90,EZOS,30X8.94 OZ,Dry,30
10631V,PASSION JUICE,패션 주스,CS,19,640,90,EZOS,30X8.94 OZ,Dry,30
10632V,MANGO JUICE,망고 주스,CS,19,640,90,EZOS,30X8.94 OZ,Dry,30
10633V,GUAVA JUICE,구아바 주스,CS,19,640,90,EZOS,30X8.94 OZ,Dry,30
10640K,COCO PPUYO(PEACH),코코뿌요(복숭아맛),CS,32,460,90,PALDO,4X6X9.47 OZ,Dry,4
10641K,COCO PPUYO(APPLE MANGO),코코뿌요(애플망고맛),CS,32,460,90,PALDO,4X6X9.47 OZ,Dry,4
10642K,PORORO DRINK (STRAWBERRY_LESS SUGAR),뽀로로 드링크(딸기_저당),CS,25,460,90,PALDO,4X6X7.94 OZ,Dry,4
10643K,PORORO DRINK (MILK_LESS SUGAR),뽀로로 드링크(우유_저당),CS,25,460,90,PALDO,4X6X7.94 OZ,Dry,4
10650T,COCONUT MILK DRINK W/JELLY (STRAWBERRY),코코넛 밀크 드링크 W/젤리 (딸기),CS,24,640,90,EVERGREEN,24X9.8 OZ,Dry,24
10651T,COCONUT MILK DRINK W/JELLY (BLUEBERRY),코코넛 밀크 드링크 W/젤리 (블루베리),CS,24,640,90,EVERGREEN,24X9.8 OZ,Dry,24
10655T,POPZY POPPING BUBBLE TEA (APPLE & GRAPE OOLONG TEA),팝핑 버블 티 (사과 & 포도 우롱티),CS,15,340,90,BUPPOZ,12X11.33 OZ,Dry,12
10656T,POPZY POPPING BUBBLE TEA (PASSION FRUIT & MANGO GREEN TEA),팝핑 버블 티 (패션후르츠 & 망고 그린티),CS,15,340,90,BUPPOZ,12X11.33 OZ,Dry,12
10657T,POPZY POPPING BUBBLE TEA (STRAWBERRY & KIWI GREEN TEA),팝핑 버블 티 (딸기 & 키위 그린티),CS,15,340,90,BUPPOZ,12X11.33 OZ,Dry,12
10658V,DARK CHOCOLATE COCONUT MILK,다크초콜렛 코코넛밀크,CS,17,370,90,COCOXIM,12X 11.15 OZ,Dry,12
10659V,COFFEE COCONUT MILK ,커피 코코넛 밀크,CS,17,370,90,COCOXIM,12X11.15 OZ ,Dry,12
10660K,CATCH TEENIEPING DRINK(MILK),캐치티니핑 드링크(밀크맛),CS,21,280,90,WOONGJIN,24X6.76 OZ,Dry,24
10661K,CATCH TEENIEPING DRINK(STRAWBERRY),캐치티니핑 드링크(딸기맛),CS,22,280,90,WOONGJIN,24X6.76 OZ,Dry,24
10662K,CATCH TEENIEPING DRINK(APPLE),캐치티니핑 드링크(사과맛),CS,24,280,90,WOONGJIN,24X6.76 OZ,Dry,24
10663K,CATCH TEENIEPING DRINK(PEACH),캐치티니핑 드링크(복숭아맛),CS,21,280,90,WOONGJIN,24X6.76 OZ,Dry,24
10670K,KOREAN COFFEE MIX (BTS_100T),코리안 커피믹스 (BTS_100T),CS,55,460,90,HY,4X38.8 OZ,Dry,4
10675K,MILKIS DRINK (LOW CALORIES_CAN) ,밀키스 저칼로리 (캔),CS,26,650,90,LOTTE,5X6X8.45 OZ,Dry,5
10676K,MILKIS DRINK (GRAPE_CAN) ,밀키스 포도 (캔),CS,24,650,90,LOTTE,5X6X8.45 OZ,Dry,5
10685K,ORIGINAL AMERICANO (20T),오리지널 아메리카노,CS,19,460,90,EDIYA,8X0.71 OZ,Dry,8
10686K,DECAFFEINATED AMERICANO (20T),디카페인 아메리카노,CS,19,460,90,EDIYA,8X0.71 OZ,Dry,8
10687K,CAFFE LATTE (20T),카페 라떼,CS,24,460,90,EDIYA,4X10.58 OZ,Dry,4
10688K,VANILLA LATTE (20T),바닐라 라떼,CS,27,460,90,EDIYA,4X12.35 OZ,Dry,4
10689K,PEACH MILK TEA,피치 밀크티,CS,22,285,90,EDIYA,12X1 L,Dry,12
10690K,VANILLA MILK TEA,바닐라 밀크티,CS,22,285,90,EDIYA,12X1 L,Dry,12
10696K,CRISPY CORN CHIPS,바삭한 콘칩,CS,24,280,90,NOBRAND,8X7 OZ,Dry,8
10697K,SWEET POTATO SHAPED SNACK,고구마형 과자,CS,21,280,90,NOBRAND,10X8.81 OZ,Dry,10
10698K,SEASHELL SHAPED SNACK,왕소라형 과자,CS,21,280,90,NOBRAND,10X8.81 OZ,Dry,10
10699K,SACHIMA ORIGINAL,사치마 오리지널,CS,17,280,90,NOBRAND,8X8 OZ,Dry,8
10700K,SACHIMA BROWN SUGAR,사치마 브라운 슈가,CS,24,280,90,NOBRAND,8X8 OZ,Dry,8
10704K,BAKED CRISPY ROLL 21 CHOCOLATE,구워 만든 곡물 그대로 21 (쵸코맛),CS,53,280,90,KEMY,20X5.29 OZ,Dry,20
10705K,BAKED CRISPY ROLL 21 STRAWBERRY,구워 만든 곡물 그대로 21 (딸기맛),CS,53,280,90,KEMY,20X5.29 OZ,Dry,20
10706K,MONCHER CAKE CACAO (L),몽쉘 카카오 케이크 (L),CS,45,220,60,LOTTE,8X14.39 OZ,Dry,8
10707K,MONCHER CAKE CREAM (L),몽쉘 크림 케이크 (L),CS,45,220,60,LOTTE,8X14.39 OZ,Dry,8
10795K,GORGONZOLA CHEESE SOFT CORN,고르곤졸라 치즈 소프트 콘 스낵,CS,38,190,60,NOBRAND,8X5.29 OZ,Dry,8
10796K,CHEESE STICKS,치즈 스틱 스낵,CS,54,280,90,NOBRAND,18X5.64 OZ,Dry,18
10797K,SESAME STICKS,참깨 스틱 스낵,CS,33,280,90,NOBRAND,16X6.6 OZ,Dry,16
10798K,GOLD BLEND RICH CREMA COFFEE MIX,골드블렌드 리치크레마 커피믹스,CS,51,460,90,EDIYA,4X39 OZ,Dry,4
10799K,MOCHA BLEND COFFEE MIX,모카 블렌드 커피믹스,CS,47,460,90,EDIYA,4X40.6 OZ,Dry,4
10800K,FRENCH CAFE COFFEE MIX (100T),프렌치 카페 커피믹스 (100T),CS,114,460,90,NAMYANG,8X38.4 OZ,Dry,8
10807K,POTATO STICK SNACK,감자스틱 (오리지널),CS,30,190,60,DALGOMSAMSAM,12X5.3 OZ,Dry,12
10808K,ONION STICK SNACK,양파 스틱 (오리지널),CS,30,190,60,DALGOMSAMSAM,12X5.3 OZ,Dry,12
10809K,PURPLE SWEET POTATO STICK SNACK,자색 고구마 스틱,CS,30,190,60,DALGOMSAMSAM,12X5.3 OZ,Dry,12
10810K,BOSEONG GREEN TEA STICK SNACK,보성녹차 스틱,CS,28,190,60,DALGOMSAMSAM,12X5.3 OZ,Dry,12
10813K,CHIL SUNG CARBONATED CIDER,칠성 사이다,CS,0,325,90,LOTTE,12X50.7 OZ,Dry,12
10814K,MILKIS DRINK (1.5L),밀키스 (1.5L),CS,51,460,90,LOTTE,12X1.5 L,Dry,12
10816K,KOREA JEJU ISLAND ORANGE DRINK (1.5L),제주감귤 드링크 (1.5L),CS,0,230,60,LOTTE,12X50.7 OZ,Dry,12
10834K,CHOCO PIE CACAO (L),초코파이 카카오 (L),CS,31,280,90,LOTTE,8X11.85 OZ,Dry,8
10835K,CHOCO PIE GREEN TEA,초코파이 녹차,CS,31,280,90,LOTTE,8X11.85 OZ,Dry,8
10836K,CHOCO PIE BANANA,초코파이 바나나,CS,31,280,90,LOTTE,8X11.85 OZ,Dry,8
10840K,YOGURT JELLY,요구르트 젤리,CS,48,280,90,LOTTE,40X1.76 OZ,Dry,40
10841K,LOTTESAND PINEAPPLE (L),롯샌 파인애플 (L),CS,44,190,90,LOTTE,12X11.11 OZ,Dry,12
10847K,CHOCO PIE BLACK SUGAR MILK TEA (12P),초코파이 흑당 밀크티,CS,31,280,90,LOTTE,8X11.85 OZ,Dry,8
10849K,SHRIMP CRACKERS (GOCHUJANG FLAVOR),고추장 새우깡,CS,31,220,60,NONGSHIM,20X2.64 OZ,Dry,20
10850K,PEANUT CRUNCH (S),땅콩 강정 (S),CS,13.7,160,60,ORION,12X2.82 OZ,Dry,12
10851K,TURTLE CHIPS (CHOCO CHURROS FLAVOR),꼬북칩 (쵸코 츄러스맛),CS,36,160,60,ORION,12X5.65 OZ,Dry,12
10852K,TURTLE CHIPS (SEAWEED FLAVOR),꼬북칩 (김맛),CS,32,160,60,ORION,10X5.65 OZ,Dry,10
10855K,PORORO DRINK (PEACH),뽀로로 드링크 (복숭아맛),CS,25,280,90,PALDO,24X7.95 OZ,Dry,24
10856K,PORORO DRINK (GRAPE),뽀로로 드링크 (포도맛),CS,24,280,90,PALDO,24X7.95 OZ,Dry,24
10857K,PORORO DRINK (MANGO),뽀로로 드링크 (망고맛),CS,25,280,90,PALDO,24X7.95 OZ,Dry,24
10858K,PORORO DRINK (BLUEBERRY),뽀로로 드링크 (블루베리맛),CS,25,285,90,PALDO,24X7.95 OZ,Dry,24
10865K,TOPPOKI SNACK (HOT CHICKEN FLAVOR),불닭맛 짤떡,CS,19,280,90,SAMYANG,24X4.23 OZ,Dry,24
10868K,"O! TUBE (JALAPENO CHEESE, L)","오!감자 (할라피뇨 치즈맛, L)",CS,30,220,60,ORION,12X4.06 OZ,Dry,12
10869K,TURTLE CHIPS (SWEET BEAN FLAVOR),꼬북칩 인절미,CS,28,160,60,ORION,12X5.65 OZ,Dry,12
10872D,BUTTER COOKIES,버터 쿠키,CS,39,330,90,BAUDUCCO,12X12 OZ,Dry,12
10873K,CHOCO PIE BANANA,초코파이 바나나,CS,34,160,60,ORION,8X15.66 OZ,Dry,8
10874K,TURTLE CHIPS (SWEET CORN_ 7P BOX),꼬북칩 (스윗콘_7P BOX),CS,11,160,60,ORION,1X19.75 OZ,Dry,1
10875K,TURTLE CHIPS (CHOCO CHUR_7P BOX),꼬북칩 (쵸코 츄러스_ 7P BOX),CS,10.9,160,60,ORION,1X19.75 OZ,Dry,1
10876K,PEANUT BALL W/SQUID FLA_ 7P_ BOX),오징어 땅콩 (7P_ BOX),CS,9.2,160,60,ORION,1X24.19 OZ,Dry,1
10877K,MARINE BOY BAKED SNACK (SEAWEED_ 15P BOX),고래밥 (볶음양념맛_ 15P BOX),CS,8.8,280,90,ORION,1X21.16 OZ,Dry,1
10878K,CHOCO BOY (15P_ BOX),초코보이 (15P_ BOX),CS,7,280,90,ORION,1X19.04 OZ,Dry,1
10880K,KONJAC JELLY (8P_ MANGO FLAVOR),젤리뽀 말캉젤리 (8P_망고맛),CS,12.7,220,60,SAMLIP,2X8X4.58 OZ,Dry,2
10881K,KONJAC JELLY (8P_ PEACH FLAVOR),젤리뽀 말캉젤리 (8P_복숭아맛),CS,12.5,220,60,SAMLIP,2X8X4.58 OZ,Dry,2
10882K,NUNEDDINE (CARAMEL CREAM CHEESE),누네띠네 카라멜 크림치즈,CS,33,280,90,SAMLIP,16X4.23 OZ,Dry,16
10883K,GARLIC BAGUETTE SNACK,구운 미니 바게뜨 스낵 W/ 갈릭맛,CS,18,280,90,SAMLIP,12X4.23 OZ,Dry,12
10884K,BAKED BAGUETTE SNACK W/ HONEY BUTTER FLAVOR,구운 미니 바게뜨 스낵 W/ 허니버터 맛,CS,16,280,90,SAMLIP,16X3.53 OZ,Dry,16
10885K,BAKED BAGUETTE SNACK W/ BLACK PEPPER  FLAVOR,구운 미니바게뜨  스낵 W/ 블랙페퍼맛,CS,16,280,90,SAMLIP,16X3.53 OZ,Dry,16
10886K,BAKED BAGUETTE SNACK W/ HOT SPICY,구운 미니바게뜨 스낵 w/ 핫스파이시,CS,16,280,90,SAMLIP,16X3.53 OZ,Dry,16
10887K,PEACH ASSAM TEA (500ML),피치 아쌈 차 (500ml),CS,28,280,90,TEATRA,4X6X16.9 OZ,Dry,4
10888K,LEMON GREEN TEA (500ml),레몬 녹차 (500ml),CS,28,280,90,TEATRA,4X6X16.9 OZ,Dry,4
10889K,YAKGWA SNACK (S),약과자 (S),CS,21,285,90,SAMLIP,20X3.53 OZ,Dry,20
10890K,YAKGWA SNACK (L),약과자 (L),CS,29,285,90,SAMLIP,10X10.58 OZ,Dry,10
10899K,ROASTED 15 GRAIN POWDER (40P),마가 들어간 15곡 미숫가루 (40포),CS,109,280,90,DAMTUH,8X28.2 OZ,Dry,8
10901K,TURTLE CHIPS (SWEET CORN),꼬북칩 (스윗콘),CS,35,160,60,ORION,12X5.65 OZ,Dry,12
10902K,TURTLE CHIPS (FLAMIN LIME),꼬북칩 (플래밍 매운 라임),CS,35,160,60,ORION,12X5.65 OZ,Dry,12
10903K,TURTLE CHIPS (SEAWEED),꼬북칩 (김),CS,35,160,60,ORION,12X5.65 OZ,Dry,12
10904K,TURTLE CHIPS (TRUFFLE),꼬북칩 (트러플),CS,35,160,60,ORION,12X5.65 OZ,Dry,12
10905K,POCA CHIPS CRUNCHY (TRUFFLE SALT FLAVOR),콰삭칩 (트러플 솔트맛),CS,0,280,90,ORION,12X4.37 OZ,Dry,12
10906K,POCA CHIPS CRUNCHY (SOUR ONION FLAVOR),콰삭칩 (사워어니언 맛),CS,0,280,90,ORION,12X4.37 OZ,Dry,12
10907K,CHOCO PIE STRAWBERRY(SEASON LIMITED),초코파이(봄을 담은 딸기_한정판),CS,34,220,90,ORION,8X14.39 OZ,Dry,8
10908K,CHOCO MONT MELON(SEASON LIMITED),멜론 초코송이(한정판),CS,39,220,60,ORION,16X5.08 OZ,Dry,24
10909K,FRESH BERRY MELON(SEASON LIMITED),후레쉬베리 멜론(한정판),CS,30,220,60,ORION,10X13.1 OZ,Dry,10
10910K,CHOCO PIE WATERMELON(SEASON LIMITED),초코파이(수박_한정판),CS,30,220,60,ORION,10X11.9 OZ,Dry,10
10911K,BICHOBI,비쵸비,CS,62,280,60,ORION,24X4.41 OZ,Dry,24
10912K,TURTLE CHIPS (CORN SOUP FLAVOR_12P BOX) ,꼬북칩 (콘스프맛_12P),CS,5.6,220,60,ORION,1X19.04 OZ,Dry,1
10913K,CHOCO PIE (50TH ANNIVERSARY_48P),초코파이(50주년 한정판_48P),CS,13,220,60,ORION,1X99.11 OZ,Dry,1
10914K,"TURTLE CHIPS 2 MIX (SWEET CORN & CHOCO CHUR, 14P)","꼬북칩 2 MIX (스윗콘 & 초코츄러스, 14P)",CS,8.4,220,60,ORION,14X0.88 OZ,Dry,1
10915K,TURTLE CHIPS (CARAMEL POPCORN),꼬북칩 (카라멜 팝콘맛),CS,31,224,60,ORION,12X5.64 OZ,Dry,12
10916K,TURTLE CHIPS (STEAK WASABI),꼬북칩 (스테이크 와사비맛),CS,27,220,60,ORION,10X5.64 OZ,Dry,10
10925K,CITRON CHEESECAKE,유자 치즈케익,CS,40,230,60,CHEONGWOO,10X 6.7 OZ,Dry,10
10930K,MIXED VEGETABLE CHIPS,부각믹스,CS,118,285,90,TIGAKTAEGAK,20X7.76 OZ,Dry,20
10931K,FRIED FISH SNACK,한입만 어포튀각,CS,51,285,90,BADAONE,20X1.76 OZ,Dry,20
10935K,BIBIMCHIPS (SIGNATURE),비빔칩 (시그니처),CS,26,285,90,PALDO,12X2.82 OZ,Dry,12
10936K,BIBIMCHIPS (BUTTER-SOY),비빔칩 (버터간장맛),CS,25,285,90,PALDO,12X2.82 OZ,Dry,12
10940K,SWEET SORA SNACK,소라형스낵,CS,17,285,90,BRS,16X5.6 OZ,Dry,16
10941K,ORANDA SNACK,오란다,CS,17,285,90,BRS,16X5.6 OZ,Dry,16
10942K,SEAWEED SNACK,김맛나,CS,17,285,90,BRS,16X5.6 OZ,Dry,16
10943K,KING RAMEN SNACK,왕라면스낵,CS,17,285,90,BRS,16X5.6 OZ,Dry,16
10950C,MOCHI (CHOCOLATE) ,모찌 (초콜렛),CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10951C,MOCHI (COCONUT CREAM),모찌 (코코넛 크림) ,CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10952C,MOCHI (SALTED CARAMEL) ,모찌 (소금 카라멜),CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10953C, MOCHI (MINT CHOCOLATE CHIP) ,모찌 (민트초코칩),CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10954C,MOCHI (STRAWBERRY CHEESECAKE) ,모찌 (딸기 치즈케익),CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10955C,MOCHI (VANILLA CREME),모찌 (바닐라 크림),CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10956C,MOCHI (PEANUT BUTTER) ,모찌 (피넛버터),CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10957C,MOCHI (CREAMY MATCHA LATTE),모찌 (마차 라테 크림) ,CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10958C,MOCHI (MAPLE PANCAKE) ,모찌 (메이플 팬케익),CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10959C,MOCHI (TIRAMISU & CRÈME),모찌 (티라미슈&크림) ,CS,25,280,90,ROYALFAMILY,24X4.2 OZ,Dry,24
10999K,COFFEE FLAVORED MILK,커피맛 우유,CS,24,220,60,BINGGRAE,4X6X6.8 OZ,Dry,4
11001K,BANANA FLAVORED MILK,바나나맛 우유,CS,24,220,60,BINGGRAE,4X6X6.8 OZ,Dry,4
11002K,STRAWBERRY FLAVORED MILK,딸기맛 우유,CS,23,220,60,BINGGRAE,4X6X6.8 OZ,Dry,4
11003K,MELON FLAVORED MILK,메론맛 우유,CS,23,220,60,BINGGRAE,4X6X6.8 OZ,Dry,4
11024K,TARO FLAVORED MILK,타로맛 우유,CS,24,220,60,BINGGRAE,4X6X6.8 OZ,Dry,4
11025K,STRAWBERRY FLAVORED MILK,딸기맛 우유,CS,24,220,60,BINGGRAE,4X6X6.8 OZ,Dry,4
11026K,MELON FLAVORED MILK,메론맛 우유,CS,25,220,60,BINGGRAE,4X6X6.8 OZ,Dry,4
11045K,CRUNCHY RICE ROLLS (STRAWBERRY),쌀과자 (딸기),CS,0,325,90,MAMMOS,20X2.4 OZ,Dry,20
11046K,CRUNCHY RICE ROLLS (BANANA),쌀과자 (바나나),CS,0,325,90,MAMMOS,20X2.4 OZ,Dry,20
11047K,CRUNCHY RICE ROLLS (YOGURT),쌀과자 (요구르트),CS,0,325,90,MAMMOS,20X2.4 OZ,Dry,20
11048C,MILK RICE CRACKER,밀크 쌀과자,CS,37,285,90,UNCLEPOP,16X8.47 OZ,Dry,16
11049C,MILK CLASSIC RICE SNACK,밀크 클래식 쌀과자,CS,63,285,60,ORBIT,16X8.47 OZ,Dry,16
11080D,HAIR COLOR #4 (REFILL),염색약 4호 (리필),BX,37,280,999,SEVENEIGHT,10X6 ST,Dry,10
12041K,B.B.Q. GRILL W/STEW PAN (32CM),하나로 전골구이판 (32CM),EA,22,280,999,UNBRANDED,10 PC,Dry,1
12103K,STONE BOWL W/TRAY (BIBIMGI_18CM),돌 비빔기 (18CM),CS,101,280,999,UNBRANDED,5 PC,Dry,5
12132K,PORTABLE GAS STOVE (UL),가스 스토브 (UL),CS,114,280,999,EZLIFE,6 PC,Dry,6
12133K,PORTABLE GAS STOVE (UL_STAINLESS),가스 스토브 (UL_STAINLESS),CS,134,280,999,EZLIFE,6 PC,Dry,6
12137K,BUTANE GAS (CRV),안전 연료,CS,26,280,999,GOLDFLAME,7X4 PC,Dry,7
12139K,BUTANE GAS (CRV),안전 연료,CS,27,280,999,ASSI,7X4 PC,Dry,7
12142K,LATTE MINI GAS STOVE (CSA),라떼 미니 가스 스토브 (CSA),CS,189,650,999,MAX,8 PC,Dry,8
12165C,"STEAMER (BAMBOO_6"")",대나무 찜기 (6인치),BX,10,280,999,UNBRANDED,60X3 PC,Dry,1
12166C,"STEAMER (BAMBOO_8"")",대나무 찜기 (8인치),BX,14.9,280,999,UNBRANDED,24X3 PC,Dry,1
12168C,"STEAMER (BAMBOO_12"")",대나무 찜기 (12인치),BX,26,280,999,UNBRANDED,12X3 PC,Dry,1
12169C,"STEAMER (BAMBOO_10"")",대나무 찜기 (10인치),BX,18,650,999,UNBRANDED,24X3 PC,Dry,1
12259K,WOODEN TABLE W/MOTHER-OF-PEARL  (L_120X75CM),직사각 모조자개상 (L_120X75CM),CS,41,280,999,UNBRANDED,1 PC,Dry,1
12301K,RUBBER GLOVES (L),고무장갑 (L),BX,0,680,999,MAMISON,10X10X1 PC,Dry,10
12304K,COTTON GLOVES W/RUBBER,코팅 면장갑,CS,102,280,999,ASSI,30X10 PR,Dry,30
12306K,COTTON GLOVES,면장갑,CS,92,280,999,ASSI,30X10 PR,Dry,30
12307K,FOOD GRADE RUBBER GLOVES (XL),고무장갑 (XL),BX,0,680,999,MAMISON,12X10X1 PC,Dry,10
12314K,FOOD GRADE RUBBER GLOVES (M),고무장갑 (M),BX,0,680,999,MAMISON,16X5X1 PC,Dry,5
12315K,STEEL WOOL SCRUBBER (S/S_1P),스텐 수세미,BX,18,280,999,KEYPOINT,10X30 PC,Dry,30
12321K,WOODEN CHOPSTICK (100PR),나무젓가락 (100PR),CS,80,280,999,ASSI,40X100 PR,Dry,40
12322K,WOODEN CHOPSTICK (40PR),나무젓가락 (40PR),CS,82,280,999,ASSI,100X40 PR,Dry,100
12323J,SOGEBASHI CHOPSTICK (100PR),고급젓가락 (소게바시_100PR),CS,137,280,999,HANA,30X100 PR,Dry,30
12327K,PREMIUM CHOPSTICK (24PR),프리미엄 대나무 젓가락 (24PR),CS,83,280,999,ASSI,100X24 PR,Dry,100
12337K,BAMBOO CHOPSTICKS,대나무 젓가락,CS,75,640,999,ASSI,30X100 PR,Dry,30
12396K,MAEHWA SPOON (S/S),매화 숟가락 (S/S),BX,10.6,650,999,SAMWOO,50X10X1 EA,Dry,10
12397K,MAEHWA CHOPSTICKS (S/S),매화 젓가락 (S/S),BX,7.2,650,999,SAMWOO,50X20X1EA,Dry,20
12400J,VEGETABLE SLICER (W/BLADE_64MM),채칼 (64MM_W/교체칼날),EA,25,280,999,BENRINER,36 PC,Dry,1
12401J,VEGETABLE SLICER (W/BLADE_64MM),채칼 (64MM_W/교체칼날),EA,32,700,999,BENRINER,36 PC,Dry,1
12402J,VEGETABLE SLICER (W/BLADE_64MM),채칼 (64MM_W/교체칼날),EA,33,700,999,BENRINER,36 PC,Dry,1
12690K,B.B.Q. GRILL (PORK BELLY),삼겹살 구이판,EA,13,280,999,KITCHENFLOWER,10 PC,Dry,1
12701J,WASH CLOTH,타월,BX,48,280,999,SALUX,40X12 PC,Dry,12
13063K,VACUUM KIMCHI CONTAINER (6.5L),진공 김치통 (6.5L),BX,35,280,999,EASYFILM,6X4 PC,Dry,4
13064K,VACUUM KIMCHI CONTAINER (8.5L),진공 김치통 (8.5L),BX,27,280,999,EASYFILM,6X3 PC,Dry,3
13065K,VACUUM KIMCHI CONTAINER (12L),진공 김치통 (12L),BX,31,280,999,EASYFILM,4X3 PC,Dry,3
13186K,LATEX COATING GLOVES,라텍스 반코팅 면장갑,CS,59,650,90,MYUNGJIN,30X10 PR,Dry,30
13187K,BOTH-HAND RUBBER GLOVES (S),양손 고무장갑 (S),CS,38,650,90,MYUNGJIN,4X10 PR,Dry,4
13188K,BOTH-HAND RUBBER GLOVES (M),양손 고무장갑 (M),CS,40,650,90,MYUNGJIN,4X10 PR,Dry,4
13189K,BOTH-HAND RUBBER GLOVES (L),양손 고무장갑 (L),CS,41,650,90,MYUNGJIN,4X10 PR,Dry,4
13190K,RUBBER GLOVES (S),고무장갑 (S),CS,149,650,999,CLEANWRAP,10X10 PR,Dry,10
13191K,RUBBER GLOVES (M),고무장갑 (M),CS,215,650,999,CLEANWRAP,10X10 PR,Dry,10
13192K,RUBBER GLOVES (L),고무장갑 (L),CS,213,650,999,CLEANWRAP,10X10 PR,Dry,10
13193K,RUBBER GLOVES (XL),고무장갑 (XL),CS,247,650,999,CLEANWRAP,10X10 PR,Dry,10
13194K,OVERFIT RUBBER GLOVES (S) LightBeige,오버핏 고무장갑 (S) 라이트 베이지,CS,94,650,90,MYUNGJIN,10X10 PR,Dry,10
13195K,OVERFIT RUBBER GLOVES (M) LightBeige,오버핏 고무장갑 (M) 라이트 베이지,CS,95,650,90,MYUNGJIN,10X10 PR,Dry,10
13196K,OVERFIT RUBBER GLOVES (L) LightBeige,오버핏 고무장갑 (L) 라이트 베이지,CS,97,650,90,MYUNGJIN,10X10 PR,Dry,10
13197K,OVERFIT RUBBER GLOVES (S) Grey,오버핏 고무장갑 (S) 그레이,CS,94,650,90,MYUNGJIN,10X10 PR,Dry,10
